address,ste,tickets
terra1mv2xq2yfevkhk7acakqrdmnt897vtrn02y8f8v,252.09,1
terra1mtuhhuxuqv089hxnzq7dp8pmagenmm28yra432,251.41,1
terra1mtwy6e9paxx50nsuupcktht3dk0rf9y65ehlh8,250.98,1
terra1mtdrnchvltc8zu7kpc0sawspqjdshywndlejvh,585.29,2
terra1m2r4xm9csd2m2hg96frwxmxyjzdrlyvwuk6rut,352.32,1
terra1mfjkud2vwtfe7mhrnu7pmzg226w2vmqpla2ssj,263.60,1
terra1mfjpfncjyf8xr2rdu8qz60aplc4qpufl6emdrk,1514.90,6
terra1mgmcztfm8vvmfdmtlzk3n523vqm275j7y2ymz9,418.31,1
terra1mgc3xe2hjl8qtqzekxsz3edjr90xd5s2h7g2zn,256.02,1
terra1mgwdlvafnylsl23es3ca6p9dsm4nl54k2k9xck,526.93,2
terra1mg90y64fkut3xkp3np0w64ngpma0xuzw06pgca,283.42,1
terra1mg9fj8n4qu8caeg4dev5862fd9988pneccgusc,250,1
terra1m8ur2xpjhvs2amknnjw7x4vl3m5z328wpgyp36,255.87,1
terra1m8e2svmxugq9asl3vu0m9tyfwnlqlxwsz64wkj,343.37,1
terra1m8thzsewkq5d8q77z907me965s56etdqz9y7ej,316.07,1
terra1m8r9x4j97nf3esu0d2tc4lkvjkjfyf4jvay2fg,1586.15,6
terra1m9tspaq7kem5lvh3w7m7e50pfwtfn4wcjg8nnd,520.44,2
terra1myjkjp2t0en2etzq3fm4rzfa9yecjlr2tgul65,1574.82,6
terra1myre3xy5vgvr474vycg400hf36aep9f5eae56h,273.10,1
terra1mryhtmmt536gcujqk4n06g5akc7ljfjwz0yula,251.21,1
terra1mrzkyf8wmgrga2wypmhc2g6s9tzdpg4cpv3cda,960.17,3
terra1mzue5n7jzdt5gessjm47nzxk29kenhjl0zyppe,793.85,3
terra1mzkmxytqpkyy6s4c4vfpt90r5ux3ykwawu8n3k,531.01,2
terra1mpa7t9fdv5wpqmjdcyz5cf7df7hn96u8v3atqk,310.14,1
terra1mptwth8gkj4u92dtn87cwf5fwg05nn3706cx58,353.74,1
terra1mqjkgdltgd3tkujlcxuauajn27t0llk7gsk4xu,269.94,1
terra1mqsm3hz2tkmnx7rld34cp7h584unu3yjs7uckm,253.50,1
terra16l6m2eywhvt0r5hqspjl40yml70gmzmkes9lea,276.64,1
terra16ljrjau9tvj9tlrlkecq5jsznpsgrdqj93q8xs,846.94,3
terra16lfnaawpjqkcpkt6q4gzy9d7tc0y7qq5pjq5aw,400.16,1
terra16lxfvdz0awyr266u546ksm3me4chyvfgykqcqm,250.52,1
terra1675vjpa33lh4nlem7u94kg3s5em5f6lqmhuxa5,250.01,1
terra16ac3vms98nflx9r9rhw2q6jfngr790geezmpkg,255,1
terra16a3fsd5t9u92mqwwrr6emukc2ws90h25a8rfwd,259.95,1
terra16axhqt5w64uw0s3vm5xsx543jx3glq4teekmvc,683.96,2
terra16u37llx9t4are2t9x8pndvsewwggjvdtnn7zn9,317.50,1
terra16ut3h0wk3ms5sqdg77azytz864m95aphsa0z8u,298.88,1
terra16m3440zzh7zscxm7cgj9dw7s3s8um7fg4qzhxn,261.72,1
terra16mwnyukmduc98yq5nlqzsk9jh3qs2u3ultrjfx,250.28,1
terra16mv7a73sy08jcrs8grjf3gra08sj6zlmtgywqu,252,1
terra16mqwz4hmxc7jeyg5a0wedzrqpclfn8ymwxpeja,1259.17,5
terra166ce2hjgt802ru9u9gszk92mlajfk6tf6z90fc,265,1
terra166qc8qt6fsvc68vrwa3qstkmg0yu3h549hgpq5,256.40,1
terra16e3t2rtgzhd9vr7tr0kyhz68marum9halpn26l,280.63,1
terra16e80rfqm2mm4hy0y9kmk3j9acrfrx5s33v322v,348.67,1
terra16cg8qyzz7veq24f8wrc2gnt9xxdhg7d9slzgmc,255.83,1
terra16cgpf8nmhz2apref6xzvwu0kcq3cfm9mcwyfgk,2652.16,10
terra164fu0rhle20fhle4c3nxwgcuxdunltfwmc44fr,324.15,1
terra165ds54lueyy4nj58ec0lnevrl33z9az405l7sx,1012.68,4
terra16nmklwaxdpxgng35kug3kyh7v8pq57eqc0ukf4,261.83,1
terra16nc34mq57qvxraz4uktqf98hgcj2rnvn4pfk9z,263.34,1
terra16nkavlyt5h63akanjqk054k8zcg50jm6huwz2w,273.69,1
terra16nv3325t9tgznuapmvl4yfg4tlz4pz8ghc7v8j,251.42,1
terra16nvsezdxavtyngugyxq793vzjfslwh92csvye9,257.20,1
terra16nf4js770dc7knau39ra70zh9pjha522mp2m74,977.25,3
terra16jeavdexjchc442gg6vaxn4n96rt0w0ek8uht9,646.28,2
terra16j5ngny8ev4nfa24ad0f8fnps4wdlctsukvemg,250,1
terra16jdl5gp8ypg5087l7567ccv4masaglawmg8hte,2553.31,10
terra163lnarcfn7ej3hmw842pyvpy4lz63lvfxkhavp,250.24,1
terra1635h9z6yf5mas6mtgjr8t295w3g8xfxe2s4z4h,305.77,1
terra163tsa9k990jhd8rxztmhk0tjs9wp2zjmvnsav3,276.72,1
terra163faqcm844kdk5q5lrg0ue8mmmee6d8ls2flr2,774.37,3
terra163gjxrd4l0v5eveg60rlrw74au9xxd7qnl6tuv,331.85,1
terra163x5hgjqq7xn7pn3dxaxm2yf4r9mqfmzvhqzsc,259.41,1
terra163qejmrskm8urvm4yh78hf7pt6r3fypcnvpz7p,1690,6
terra16seeazrytf89sxvgxh57j2z6mua2x2yjgm7t0p,253.10,1
terra16s07qa8qz3z8jvtwnec8lgq55gppuwj4p96z5e,250.26,1
terra160jfjgz2hz0t5cq7x9xrwm5e0gn3saujcg8hzp,250.34,1
terra160wmk8nkfgsk2zgxxmn0u695pawzq2yfgnn9as,897.58,3
terra160v5vq6tvsryjc3fkwkyd8mr7k5hk3sue6sme9,259.50,1
terra160re4pvw7y5kl4hgva43atkvzfjcfddp3qhezy,254.84,1
terra160pjw7sw2n35y7mm7lp82kug5wf9js8fwpt3le,261.83,1
terra16wktu5ktv0k6zx6zd059ljtz46p3kr80qqr752,3006.84,12
terra16w2p2e38kclahwyxerqrajrlm54y5jjxfeplft,265,1
terra16w9t2lnrqajgqx0r3l9n94ghy7drc5mz7dsmzz,297.59,1
terra16du2y826j2g6megymfpkvpr5lcncxj4gucu9dn,255.80,1
terra16dmmc6sl55508679kcdm0d8eesv4u4p4dad6m8,636.77,2
terra16dnugktwmqh8tkd6f004jnu93wtyku2fnyak4p,860.82,3
terra16dddjrhxukvjr3nqn0yu3nq4sayrppgpkdxyd2,349.95,1
terra16dv6mkkagy25f0etkz3aw6re6qyfg7sjcd3uen,1035.29,4
terra16vc0gmzk42463z8a3lx3x7at69ckshmd7y3a2w,250,1
terra16v4nkmvyvdu9zj472frhlkt5puwcpn7kt9wvu8,515.25,2
terra16vf7w7up9fgc2yc3xjw4tr40zjdesnk36lz04n,281.51,1
terra16vyq50e37gchexe4z6penrr9rkdzwny5j33wmg,272.17,1
terra16tmqszcdxwvxl70prvyv7f2u4y3pumvu62ul0k,614.03,2
terra162h7ejzf0alm62s60t4fs0kg62eljcym3w5f4g,290.72,1
terra162h46s3f2qfzq575l5sal8qw78z2mwm6x36gfq,257.26,1
terra162528mr5p0e3tq7p698q8gt87j64k7chuml39s,692.30,2
terra1623z6eqvfm0vjkj6fsu7d60rsyqnch47tzusnr,1695.85,6
terra16fazmr8psv4e8a8sn9na89w76a0gkcr2jyf2wc,567.05,2
terra16fslpvrxd0vz3n0r6ypnh0dxyazf4g2kasapax,273.17,1
terra16fsvle6g3m5pmthkr4f0qm00rs6fv4evce7als,262.33,1
terra16f8njzvrc4407fwux9lgtxppgcvy3dhl58a8u0,257.70,1
terra16gnkev3ak23td972a7djyyd8ggp35nes9999h0,300.01,1
terra16g8h826g8za0s7h5hhnu99z2zq32p49v5rl2f7,822.22,3
terra168kp48fysqf7m3gmvq32vumuheexrkw5654y8j,252.74,1
terra168z3l8f3ec5pgc8ulueat9t05q3hvjefsf3zg9,250,1
terra16xt2dkve0ehl3ac0se9vqkgcy0cr0qsdumqgxh,250.41,1
terra16x8nhznjg4ymj2epa9c90g9mmd0zdkjwy7anxe,421.74,1
terra169hjxr7zz9j2yshha6px856wvsyav74vxf8d89,251.98,1
terra16yez05xgq2vufk0tyq5llv63ldwg6l46ms3vsv,710.74,2
terra16y0ddkf34ddfz75swkcam3v737w3njrfjj3z3r,1215.45,4
terra16yp4lpmm2afx28jkrsgxp3xhfmdf5a7gh6jdrx,251,1
terra16ral9gw79amz9xle88snhak534ga4yue4ps4y8,880.55,3
terra16rsq07maxpnkywh8jmvea5yyratymt9l6dk94u,555,2
terra16r0g6gxeqc7nndctxl2tr0xcu0xz3szgwgptze,256.99,1
terra16rg49y9pnctgxsuapn2hwufk2w27rhmq0y0w0h,259.97,1
terra16rr98usewtww0aauqdrk3vsdxdn9zakjzvyasf,250.26,1
terra16rq082qgp986wt75kscwsgrwrk6tuc3jms9s8r,267.30,1
terra16zhl4y9ylrd4z7573w3nsxnu8equhqnmw92tyu,325.16,1
terra16zkg06ggycs7gl8gt3j50k4rfg3277ucyz6788,332.84,1
terra16pye52xqkvu9jmqwl62umjztag0chkxl3f7yfw,1.08,0
terra16q9khchpwc35l6nhe5cfxrrp46h4wqp4ceng6v,413.98,1
terra16qy02s5dfmxyjjragj4fv32um9y7hvcuwt7mtz,260,1
terra16qrw0jp39kmv87znm79guxxuxhxuwgh06ynf57,768.34,3
terra1el3kh64sla4p6hjh03rpr80t74k2z630yvdk3k,673.29,2
terra1elwrqra6u2q0vdq9m7an4nwryylmas923nldgz,500,2
terra1e753rnrnpwzueu2apdh6vsn9tkug7j5szuw34r,1896.09,7
terra1e734na8t69d5rld290450mxsnh5c2galsfwehr,254.19,1
terra1e7rmkjgpnn7a59npr2t3jzfxs34fnphrzrzca0,322.17,1
terra1e7pxywcehesrjn45u7n89n98r4jafnn6ay7guk,266.76,1
terra1eacye0s2n4s8vqyvrclsm9ppd64g5mjg0zpe38,264.95,1
terra1ean7s3vpuj4znsagw9k2dqaxuxcfan4ku53nvl,23.85,0
terra1eaw5am7az3wnqsew4h5et3ryfk774hupxau3rg,300.72,1
terra1ea2uhqsjwap6y350hq5f3fkvmlc49zj9myrr2z,502.41,2
terra1e6z5gv640qpcwr6s96s6t40chspaskct8t87fs,279.06,1
terra1e6qpqhg7yf8jd6u9a336t7g5lh3lxxfmu3t20e,251.10,1
terra1eexl33gr6p9h8q3amx84xn7ff2y0xy92uzdd9m,319.16,1
terra1eeye7cszslqenh286n4atlwlgms3afdcp6tauh,1729.59,6
terra1eer9h4w28u6tzmnykvye6n37eaysysnjh3z4au,252.13,1
terra1ec4g2d5tmz3sljw8t3kamkw7sapd3qavhm8ej7,275.58,1
terra1ec4xtxd25l8t0zx89aqduc503qrehydjwfjrh2,1524.26,6
terra1ec87lxlulkpdqu6yrjtgng9hku498yp5nqkqgu,256.18,1
terra1ehdv3lstwft9tdyupztuau28wu799rq39wuzs0,322.98,1
terra1ehvx53skhv5hn8zqp037jz92qppkquvfuqrg4r,250.63,1
terra1ek3euwh6qdpfk9aypz9y84mpywefnuqutvn9y4,252.38,1
terra1e4jny4seqsk5a0q3mezq6clp5qws4v5ars72h4,258.74,1
terra1e4skyt0jmecsewg7qsccmqsxfe3e8pdguw3ttg,500.92,2
terra1e40q0h8x2yg9t6reaa6x7jydyqe0v00js3hlwy,252,1
terra1e4gsvnxc4lrxlatgumc539x9w6e03fal2a6px4,361.03,1
terra1e5c5jwnws5x6tke2z9ukze4e6ytd3htkpamsk6,335,1
terra1e5davancd53swja8wslc444ts4jx9khjrlsvrt,250.15,1
terra1e59ae02jk477d3nwr8zss9vwzaxejv60etyqst,257.82,1
terra1en06hdljx6en4m0lcclder2q0jn8e9khrwzq7r,257.87,1
terra1ejjp8faaej6ay2jslp9c92hu7p3azl26ktrptd,808.62,3
terra1ejsw58zx0tdpwp7edexgmmwmhu6znsk2fz6szq,706.11,2
terra1ejzn8qp8rlh9uwssk2n9nd434m3e0hytljfce2,317.13,1
terra1e3w2rqph8zzjwmrpzealz4xtxgklzrxkndjz70,255.01,1
terra1e3g3cu90rypuxn835rvyy86smkeenj5d75zpn3,1560.33,6
terra1e0ee6ue2kzr4qeg92v96cuyar79pdjyaa7amr9,250.02,1
terra1e0cafcwlpyg2d3c37sawste8ral3x0ys28hujd,256.63,1
terra1e0tatlwfl40q88hq72yyrswyw2xuzg2ak65uet,2489.04,9
terra1e0fkfwc0khl95pd8y9x92a9eyzxsvcsukvkrrq,254.95,1
terra1e097y8wausftwvjplxhtusfrxw32wykdaa5cxr,368.59,1
terra1e0zczd4p8a7gpkvqcccfvjyec9z76dm7622k3l,300.60,1
terra1ed5p2kxxt2xxwnqpv06tf8yqaph76mrhuhfr4m,304.93,1
terra1edt753mqgaehm69l7wu5t24j4uve6zu6tspg8z,2034.25,8
terra1ev0w3r2cyu9r9d8u576ld3ppgf4v8xl4cewzq8,988.89,3
terra1etj840kzpg064e8c5mge9gs0ygzardm8kr5e8a,256.62,1
terra1et2vv7dfll3q0kfn4qs3yyj9rxpx2ty8jnyrxk,251.05,1
terra1etg4w5uwq3natcmv22mk2swhljqx74fradj6vg,360.82,1
terra1efa7z6m40q8zyz6ce0uyml8vvkh89l5dg4zz83,514.60,2
terra1efdlf744egymu3qu4znc2gzk6t28dzaqerpdle,253.26,1
terra1eglprhq6w8fnaamhjlxpgqk0z03smxqmt6gmfd,1431.34,5
terra1egc93r4rp0j7pwjt3tfkj77f2gcjvxj079839e,252.84,1
terra1egcytfqqu9a5u3w5n5pg8858t420p690uez0dv,261,1
terra1egvndf6x8h7yx42vrum6rjnyjy3mpet02u6vac,250.05,1
terra1egqvq0547pufq6klh86sm9dgfgu95r7dqsz0we,255.72,1
terra1e8llcna4ryhv3gg0dq2h8cgggxjq7v9c2g0x0u,250.33,1
terra1e8gmmfuctfl4xwjp2zf4q9sfr3k0984vq9t3kf,253.25,1
terra1exu3f6t72x7w06ppu5vu5m5m9s4glywenfnplr,1254.60,5
terra1exm6tyfqdluqz09cuk3yxty5gmrrghu24fclr3,319.59,1
terra1e9khh2zwet2w29cmr4y30rje8c20wcs5ljlzm7,302.26,1
terra1e9fdf33cwjz7rvaqvwm9tsavwzwgs0423g848w,2017.49,8
terra1eyh9nfg0flpsx7k4xyfs9hx7famnlanu76e9xk,252.50,1
terra1ey38vfspq7j763nzc4fht29v72tqak4dymv68e,251.06,1
terra1eyqqk2278fs3lzjeyqmm04dqw9paylnlvu8mem,480.32,1
terra1erlvaea2urcsvfw33kzfv5e6dpm9gsagyf82gx,590.10,2
terra1eraldajx385w8z8wy85ta8qx3pp4xhdg83nzf6,272.71,1
terra1er2nsdte5cv24nqurdcjepq6y0ck6rszhckewk,738.62,2
terra1erzvxa0egfa4axezc88kgwsfsqq6uv00sqf9fs,251.83,1
terra1eqv0razs49mw6ld43dy2j2mam2au2hpwaczdj0,271.27,1
terra1eqtgyy9ypywtyttf8jeknu3akhk7q2pxktul3y,690.04,2
terra1eqrvj2xpmxfrt68shjl7gmpjuq2e47upckrjjj,361.68,1
terra1cl32cendsqm40xu8ma7p88xq3dretgm2gwk6a5,340.06,1
terra1c76qdthw2cjwsrzq0lnccv7m2elu748w6uyr2a,514.20,2
terra1c7eurt0hasrhfpkv9fa45lwe39mu7mslwkjsga,260.80,1
terra1cace94k873w09upncys5uc3p5g532cflt40m0x,1112.84,4
terra1cak7wqw4hdesj4r9vwz272880rtnah59y2ydgh,252.86,1
terra1ca50cqn4hy49sy9qy0cpc3a0063gt2lyd5v9p6,2698.25,10
terra1cat3fdjs8jtxu8nhrt9yaaz2pgu3d94smmyld7,252.19,1
terra1cardnznmgxkveucmwqa4v76t7u3d8h8ldnevxh,748.67,2
terra1caq3qzpnyvf8xjzk8xsm39h5kchlvzzf3kyyhf,500,2
terra1cug83napuhwc869ncwcfmpnrnser9axnfpzd2y,459.14,1
terra1cuxxyaszftalnlkxm3kkxwwkwlukzm8llc2fmg,252.22,1
terra1cupz9yumzwe55j94a6zksgafrtkanc5hs60ep9,250,1
terra1cm726r3v8kcqrngz4psdy45dukxzhkx5k9ndxs,650.87,2
terra1cmcdx9qq4n0elwpmz85me5xcdyy690cccdeqfm,319.93,1
terra1cm5t3q0eusewhcxfpq7xwg3fwg03w9wv4kpr36,252.34,1
terra1cm2w06lc2egp238menlz0nt8gtvmktcyrpv4eg,257.95,1
terra1c606lp54wr74hkf0gu23xz8vc0yl45sdwh8406,3.44,0
terra1c6d0w3eveuxhl607ylw4s74uuc4s3vtlehg4mz,500.25,2
terra1c6v3mu8v47p9kf5hcgfpxjlnq52ntduvn0d4u8,1128.67,4
terra1c6xjs4h3wrugmkrv752arvxeyhmahxw66hqd2d,673.64,2
terra1ceuq0pr8cdx89lf9f9er6dmyevql33s08vr0rs,252.21,1
terra1cery3hph9nzukj8l4ehny3whjvektlg9pufj07,776.76,3
terra1cc6l3mqtjry0x8ke3zax7jlf9fy2fkwyc84ftw,264.43,1
terra1cc6kquu8lg6t6hpn0s6mdvnusk3jm0hdfjqzff,253.33,1
terra1cchn3gjcys9p0v5dywsf4ekdd4x4wtxy4g6pd5,1006.98,4
terra1ccscznlwwlx0gzja5xk6lnzx4w732224hjdxlc,500.62,2
terra1c4udnwch0lk98q4ytj4vp7jfjdn43rqrwg0g7f,2149.99,8
terra1c4huuqynmenvn5sca369jwltxh6f9awmsgynua,672.49,2
terra1c44xme4gf2pe2ss7lyl77hzftmhz4f3alq7gra,751.82,3
terra1c48ged3836wkugy6demdav08d9a7n6wkupdh8n,317.18,1
terra1c4rcz9sqtxjxl022sde4048yq6ugrufxt2a7vp,1100.87,4
terra1c5n9hwjdfanlsvzj4uey753re85spnn74eudw7,334.06,1
terra1c52l2cxxcltsu8z4qqjc33lyt78efc85zhcfhk,1783.98,7
terra1c59nz6zrw0898g9h9sv9rmugp47sgy2vses4hn,702.48,2
terra1cnw6u2h2w7x0lanywjm8e5elzxhpd5rp2qza8k,403.38,1
terra1cjhdwu8ev625m2wel4527khydjz3u0ypmcnn0n,250,1
terra1cjvhwj4dpanpk3faucmt6gakz3zmw3gzt3swgv,1501.63,6
terra1cj2wg9e2psawf0nxwyypgvcels9w6y6pjtkz08,252.61,1
terra1c3aw623rajh0cu9r4q8smwjn76sj4v446jawj9,352.17,1
terra1c3f49xk3x7aayw38pzvhmlgngvqf7jfklxcu8d,250.30,1
terra1csee4wt4ulkav6cj6gzxnppkdqy8u5rv7equnm,689.90,2
terra1cs3gsycdjsaht9vtwlanzr0heyjlvplwalj33v,3264.71,13
terra1c0vkr5n6mmffznf40ssxyfanlg4plrnqqxaa0g,1065.30,4
terra1c02p7xjunzmc0s3sq7uakfj5luh726d8n5yrzm,1238.20,4
terra1cw6cca0shmlk3vqsgm6ep9w6w90vlq85dwkuua,432.60,1
terra1cwczzdrdn85h28jhrdvqxl7lz9z2alq8h6pwmk,300,1
terra1cdjju75qfjq03wxg2stxc0fplzhfw2dmwlxpye,339.67,1
terra1cdty5sm6lp3k6h0x7jze9zya0m4zpc8effsyfp,1887.61,7
terra1cdrze2wvndt365eajrdswxppyq0whn5u90h6xc,334.67,1
terra1cv0nvcgz7r9ezdc4k490fht790w889k6k8ts38,261.45,1
terra1ctu6a2vq7yat3rkev064chpr4pr0h0cswxhckh,356.08,1
terra1ctsa762yktra6zhgxrtnwha785qkumvgfruhn7,1774.59,7
terra1ctds5gjlfwnsevq0tu4tlafaj7vh2fvpwyuztc,256.26,1
terra1ctgmrme549q8he5lxk5kyn2jarw37g50h99t6d,755.50,3
terra1c2rl766s8ngr7jmj7gfqlqx95xae06enp2wkja,1012.98,4
terra1cfc4x4u4f24242sws2ra8yzrehh8ve3xak72ay,508.88,2
terra1cf57vfpk3fuk6tk3983k38cpmy7rrmw80f0xr7,257.41,1
terra1c876k42rvhfsxzaurwvlc602kfwva6cdl22n0k,1832.12,7
terra1c8cd2yjuc8f38d2w4k66sc5hwu8v88l0qmch2v,1002.70,4
terra1c8fpjvwnl9xh5htvqn4fqhwcuvllr2d55uxfqv,373.87,1
terra1c8x3wnttms8z3deq6yd7w6dw9djuhrzpr0jgnu,260.79,1
terra1cxryvyja4d90a0jlt2m4zt79x0cpsge8xu7lzl,250.72,1
terra1cy73w4hhry9h7jsqxtdy8980p6eg3vaf935ls5,550.14,2
terra1cyezt7c9hnt0pc9j2d24m20vdfpujg9n8a53ze,445.32,1
terra1cy5yk60lc4c968k97d5u33syg62eegwjmj7hnf,268.43,1
terra1cyyeyk5fzju00yf73wq9x5fyvlsnkz0f5huvcu,251,1
terra1cr57p67sapa5j3adp6jlcqwweuyj6hamwpysvs,251.09,1
terra1czka2eycealr9dnnwp8mdzevgj5v5xnseh4fu0,258.05,1
terra1czr3jryxg0ut0hzpqmk5q35uyhhv2mk3wmkfvr,302.36,1
terra1czpr5s432elrn3k24e6nkuc08rvne5jug3enj0,302.72,1
terra1cpuacel65q60nf2z8lpxys5fv94hrxl5h3jltl,691.16,2
terra1cpevlen8hnzg7ndhgywenqmkl2wpk08l58nlcs,381.96,1
terra1cpv09zpfhtjh9tyngrk0q6m94ludtc7v0k6s4q,1751.34,7
terra1cpzc03zd5vfxzr7y83xzav5850aqn2wvuce34m,506.56,2
terra1cqh4hyklqhaxsxy98wz2zd7qa7y4sdkmmmt48m,767.02,3
terra1cq4qh2jr980yq2m099gqwusc5d4nd8uwnx3h9j,252.49,1
terra1cqq4sarksvn83qw5yxd9fvvp4vva3x53wu7qdg,276.96,1
terra1hl3lmk5hzfkeaap9z9fe6c3yqr599f25lwf833,288.72,1
terra1h7lswmdq6sfc5eujzf4jxe6jjmde488a3qpq3e,789.39,3
terra1h7mzgdluuepyqc60met00zrcw7w2atf8dcl7dr,267.60,1
terra1hawh96yy0669u9c3ufa4zs5mlztfw67x08mtye,250.04,1
terra1harr9rsdtpwwepdn2se7v4ac57vucr6m749x2e,508.05,2
terra1hu5jwda3d2v75df28hdjhtjv43tzq3ftwp8hra,257.07,1
terra1hu3k34run2xshnfjwys48yg9235sagm86erjnv,316.22,1
terra1hu9et0c9957yegpntyjeygfkl7j8uqkk6lyzms,256.49,1
terra1hu9fd4j38q6jf5rhu79a9djardhslqm8ahpg9p,256.72,1
terra1huzc73tpvr4sdgcsngkwtdxt55wqcwkmevzy3g,262.14,1
terra1hmlkakslp6rrsnq3lzpzpn24y3f4lqv7dqvu6c,265.02,1
terra1hm7a3ehw3c3c2hp7e8um3py9vp6njrkr08d0fj,250.27,1
terra1hmax0l4aukwxdxrkuwl85dp5nl72ampjchn57j,451.93,1
terra1hmujq3uctqhvpfnmjpxau5flzw7a7p3vf0y822,364.13,1
terra1hmg2eezpgts5rf6eja4rt9egakyecc0pfkz6pw,317.89,1
terra1h6jqug7lqu0x2dkl3xggp9qh7wmd5ltkcefnfm,252.37,1
terra1h6we6c5kvnu4v57anqhm79x3uu66h2096k93nu,254.18,1
terra1h6qwt7dwmwjmekffw2r8g7dllpclpftwgdxwau,1233.67,4
terra1he7esllgmkyzq3cpry5428k6lxfxwg5k0x5ef2,1966.70,7
terra1hea6ykwj8anltg24unytstt9mg6esfzkzuxvft,766.18,3
terra1hcq2n5d3q5yr9a98rlw0593zu0e9gdpflucc40,257.12,1
terra1hhj84zepd24tsna3rqy7qw34lrawjc2pesjl46,251,1
terra1hke2efh926ees978cf229e2qra3yjcacrye8ay,266.78,1
terra1hkhe2jndu8w6s0hu6gj8l6hqsce6fx88e35ler,762.10,3
terra1hk2rpsnh0vqluxj82nn46mlqpjm86g6mnnqksw,260.50,1
terra1hn3gd4wa2aatfckn92s92kr4ucn06zhc8r3845,250.28,1
terra1hnvjjeesyk8w6adt3378dxxww2f5xpgsj3kt0n,1307.93,5
terra1hn8j426vm6h02jh9l247kajnxsyaeh3dtmgqdy,1120.83,4
terra1hnq5xjcvhfv8mms9yaz0sg3un7np0sz47qytxw,251.04,1
terra1hjuz55daq0v2xahc6t5glmkxvpq0mzdzalxafy,252,1
terra1h37fmc7uuw36lutpljycghvje886s687k6k20l,252.92,1
terra1h3u6lx9ntjzhd9lsdpva7llpm7dx2ral7y7ash,481.10,1
terra1h35sjsznufpkkzzc3wwx9qyahzj36gqdcv9ck4,250,1
terra1hscz8kcn73q378lxxy4mrwzje5dz3gcf8qkzdg,253.72,1
terra1hs034n5fr9ny55v4gpkqpl4pqhz4t6x9g6lf60,306.16,1
terra1hsqke0gcqlcms6qw82m8ealuwltvjrjd2uvgfj,283.39,1
terra1hwmxqrl3y3h2lwxqkg9exs3ezyew985lcv40pz,375.55,1
terra1hwemu4lh58e3x0dp8jdehv4cz03dr76cs0p970,251.01,1
terra1hw8epl9p602zvyvsrascesaqd7rrjx3aut5ps3,254.57,1
terra1hd7pkqmtfkj4mrjdc2kzewajkwzv20vnf5yuql,615.52,2
terra1hdu0vfdx0mfj9v3ad25v3zrg3hysu9qg7cp6yk,250.32,1
terra1hdw9s5dpn66n0dxjycqkq9lsuva6w2hgs8xjd6,499.32,1
terra1hdr9rjrlqkschempf0ktlx89yhlgm895zrycp3,759.17,3
terra1ht8nnlp9jy2w0e2c0dqhva0z5wg6ntw86dqt08,255.03,1
terra1ht95aahjv9gg5zlszvr7psxxx399dwhltm4d4f,295.14,1
terra1h2kkjwvqyl5naqtktvvfkc3lfge46r9xferjgp,250.90,1
terra1h2jq85yyh5lg2f5ps8wkpkvsnd3s7k5d05356p,250.55,1
terra1h2ta9fxmtnajyqwcx99cc035mxmsen80fvrhtd,287.09,1
terra1h2gcltjmh2xqd3j3r4rlh4k80muyuvk9qq7wa0,401.74,1
terra1h2ychmvt9ax0p96j6fjm5lwp0wks3j8jd6uawp,555.75,2
terra1hf7e87tplf3ypad9zzqxguanjhrku4mk7ne423,272.49,1
terra1hfrs3lp0mfafwzsarxrdvgfqsf5hrq8kcck59n,315.20,1
terra1h87v0rvjclenrau6k3jt7k4wqs0hywgldg4mdu,2142.14,8
terra1h80rqrqf4u58cqls5w9s9vxt2hk5c6ewqja24r,257.80,1
terra1h97f42lzcxkpvkut36n5ftmekr6mszg852zyaq,282.88,1
terra1h992pa9g4x20y9ywdvd8tchr0pqnsfe0cr7qk8,251,1
terra1h9ydstectfwatyffzl9k6g0jeapfd8e4qna49f,255.05,1
terra1h9r8ny9wmma5p86rjjugh70xkyerqk0m2m29c4,300.81,1
terra1hy69907e4w9cjfcqe2sk3wdvllg7recktgq2cg,252.30,1
terra1hyf4spv4wfthknefmh7zuthqggylgpyswje2gs,322.32,1
terra1hr7vv8damahgt2pyk3qlgyg5gm7feqdekxj2x7,251,1
terra1hr3mew30xxg2knflc77gxnzqc0tpg6gtj5mpeh,252.61,1
terra1hr2a8umta5v8gnz6ftzdzsldcsysp2jma78mu0,343.74,1
terra1hrxm3xgnml2xpm4kaj0lhdz8zgsfvkzugrr7ny,250,1
terra1hrrrnq9whea8ufgn63xj98ny69luswufhllfqw,252.39,1
terra1hzmt5qpt5tkuue8jtnndwedngu6ltugdmcjjw2,359.29,1
terra1hz4pa03gvllsmcp9wdn9n8fypw3laf7fjt4v30,422.72,1
terra1hzfsqysytw4hej4zz4rgrec3lmhj2vdhj6e7tz,325.80,1
terra1hp7s3afn4nlvl2mcv6506ay7humwhsm5tx4tyn,253.51,1
terra1hpe5hgu45ad0nvrcl6qakuu75lgyjhqepe25vy,885.75,3
terra1hpvm20q6vlmgnul4n3z5vzx00r45l3w5alaxw5,258.19,1
terra1hpx4wcaeukjkd66ryhw9lmdreav6vg4ua38nlx,262.53,1
terra1hqwhux0srx3knrtsa98uhelmx5hdqpwnwry59y,250,1
terra1klyvemaru6g4za9xjtzn6c276nqn4q8s0qlyzu,1952.71,7
terra1klqk9g2tqumh4q8ck76dk5lj9eaf6tday3aga7,506,2
