address,ste,tickets
terra1jfh2338mntph0yyvr4wyk9vam5gdp73te2lq6x,250.09,1
terra1jgmwrf2g6uj4xkpzulu7awkha4feasxm8nac49,707,2
terra1jgwz3l0hxe472yv6ug3tv7z9wxq0r4jt0ngrn4,546.79,2
terra1j8n9hzamwckxuvlrv9ydarenq4nllg4d8hvkvk,3010.01,12
terra1jxafzws9t4x45jv0rwhmf26x26gkptg4uvqyuu,442.02,1
terra1jx3erg8yjf9hy4hf0fxvv3vxxpljme0tjpvn9c,258.50,1
terra1jx9cujc8pf53vkr7hrv6wydn6l0rl5pj4hptdd,657.82,2
terra1j992l0uzjqk26hl8lfm4gegjn0ayxmhupes2dt,257.13,1
terra1jruvqcygt4jmejf5c0vxhpr3rjm9fpj8kyg9np,250.44,1
terra1jrmpey8tjxg24a4dex0df888uxylyc39l8hve5,1027.70,4
terra1jrj7720zf0rs893qcqt23xy84t2x5fnqpvts7z,1742.21,6
terra1jrre0lx7mqkjsnx0psw073k6szpfugrxdqfr87,250.38,1
terra1jz5jf54qutk8pt4a0xw28xt9338fzhnwz7z5n0,277.12,1
terra1jzg7s5z0usnhqhdxq3gxqgdhlmxm2w0ah6c8s5,418.44,1
terra1jz9ewe3uh5ws99gfxs5exshc3d2xzr25h2xn97,407.45,1
terra1jp5e7evnrntf30a4jdryur86r9y7twku4cmfyv,349.12,1
terra1jp29y4uymv2mna4m2k39jh07hx7qw4gfvvs02f,801,3
terra1jp82knj3nzqvmrzxrleuh5flx53ncxuzw5mvar,648.07,2
terra1jqmjq6j467jq7cf9k0p6pt22hheh2ewpgyx5ek,252,1
terra1jqentprzvk455tvxx0gxq5q4ayunthephakanh,574.62,2
terra1jqjpn4rt7cwkfwnm8lp7ysfs9m3amehl4qhwgj,252.82,1
terra1jq3tnwalgx6vx8k3xw702v7efctf60fhyfqqxs,2263.59,9
terra13lxf77dcrrylz2ejy6deu4fpxl367r24jvsu53,282.53,1
terra13um8w62a6z3n6yhhs2svqc3h4h7gfrvl64k5z7,600.49,2
terra13u9etwt4xrelje2slpessl7x7dhj6ahueu0utn,362.67,1
terra13mle0jfp2u4hs34a6vke4zh2e6h7wlg9rtvkp5,626.06,2
terra13m4nzcpuwv77r6gyn63e2tge69r5hmsn3z33sf,253.73,1
terra13m42nmnlxwcnhf63phwdvllexg8ks0n5ueyx3w,1205.34,4
terra136nj6z586kttr2a4p9whn4e5hh7n8h2skdv2al,254.17,1
terra136splqnk8tgya89c53s0vz6wkwefm2hf94nt5c,251.68,1
terra136xspcva53kky72nll96aar99yncvgyzvk5823,3041.32,12
terra136rmjldh8vh9udtmltlzpksyfl6axky4ynh3x2,253.46,1
terra13e6mc29r5xze5crsp4tjvzf3pf045n8pm6nwkp,563.78,2
terra13entnyh9vun2kx0ckpfdasypkda3ynj8ak74ly,301.33,1
terra13c42kqnxujc3qmuqqlefjer69vxz88gy403x20,500.13,2
terra13heyr7yd4yv0jsjghhxu3wjxa8vxye23k4nu66,250.23,1
terra13hs8k7qxm55kl3r9x64qp90sy426pt6gep6dgq,300.29,1
terra13ku9plhdkk6453hvw83thqg49vj45p7fjc3let,344.49,1
terra13kymx4zhw632utmjnu9zt6ctt8lu4gd6ye033u,350.09,1
terra1346jsqshaylh9j0aftcu4wxvaw4qck7ev9qul6,338.87,1
terra134h4vhtphcsgx745rvzrkrk2nyd86rjszvmxcf,252,1
terra134yyh2ledl3vt827a6ccc7eqy8g9p0752783rz,319.86,1
terra135amjq5wtrfhqvgk5pyk49k9ja32thaasgyugw,799.52,3
terra135cfxn5f4hyn6yd40gtq753qxje8c0y8f0n7ku,678.62,2
terra135daaz55uyw355l0peuyv7npr7wqq8d3dw5qsf,365.27,1
terra135pfm6x5a429q6qz4rfg4z3w6ns08elx6j2eax,495.44,1
terra135qzy7gd7996qs9j93dwl9jmu7yvaq2nuge43y,294.67,1
terra13nm4eq2dwqwrcevuk2vzyhwwc85enrv2eez2xz,320.18,1
terra13nkw2mvuaxudcmpqjsus5tcld3vsdp4ff63l5w,260.75,1
terra13njm7rvm5fdygwxcr5gs7zfcllfst4vmam369z,526.67,2
terra13nwpqrtsngta632qy3m47nau460cqlu2as3cs4,325.30,1
terra13ndlnkylx827x0gpxxfnqseqn69pjutaka6p2v,1511.03,6
terra13nxtkm3y6elyuapq5ceysz7smlqzdgljxr9lm9,253.83,1
terra13j3sd8w7c2sl4y6dnglwunz4wulg9l2j38wxgm,260.30,1
terra13j9aw69rdm4qg29vl4nx3ttktqmz99dj89w5ta,259.57,1
terra1330a0qftzyhjm44mj8el7rggtf0kgh0nxuyf35,316.31,1
terra133vhzpfgx8r5mvq80jnlhz72wep2ejafzkxwat,673.60,2
terra133z7e39glyep7tdwqlhtnzp6z4qc7vd9sjqqed,835.55,3
terra133pm8dpuypftr96n2d3gwjgvd3dwwl86mx4mdx,269.55,1
terra13s7t0alp92wxyrf2h5wx97xphahp42846l6dh3,621.62,2
terra13srdf29pt9wuzc0m7j5m0hpm7crvye02rm5l95,358.85,1
terra130z8lw92yqgp9rh8m2cqf93wqrvhs7rylurpl7,300,1
terra13w62u6yl8cx3r5ja9gtmq78z0m4l8jznedk0mq,539.43,2
terra13whak9q4ch3tw6n0pk35yc7ahktneyztyg74tg,277.05,1
terra13wsy36d379rvdjuhf6s2cgh4jjh3lx4ecn0gxh,250.34,1
terra13d72enxekwls68emj2lz5xcu760dazszzjcdya,611.93,2
terra13dh77eg247vzhuk8q464tul7n3pzghmm8hqg3p,300,1
terra13d8xteqcrnu4wx0qd2kt2yzwnppy8r7fx4n432,275,1
terra13vk0wseqr9r2jq5h4yde0c9y5prn6ppc48yd9a,600.25,2
terra13vjx2wa2err28cs0emyny45sx3v0gtpjvvfugc,292.44,1
terra13t3xse5u0q3pjydh58y92pz8vstxvk0sdsqkv3,309.64,1
terra132lfduu7sq45wy6c5jde9vx4hamrnahh0xxxdw,283.73,1
terra1324lmu9h9mgwxzmr8d0pnf53nwhvah0g3ttmqs,305.66,1
terra132064766cgkm3ycwyazmwrls0hg7spt797vehr,251.03,1
terra13fegz92qa4vdzmjzkg7qm3tevaeyzw2tq42575,251.09,1
terra13ffj9ge797a8d3nfeg8rrxpavv0wsxpnlmjf4g,255.09,1
terra13gxwawswycn4ydnun8350azudxdfg7jaqne5lh,340.51,1
terra1386delyrucwkymwf46umgq3fq0lkset8utteay,350.27,1
terra138j8srq2n42n286slwjldygxfcz577kzjf9g0y,540,2
terra138dq6sv270gwatrwzucdndh7r7u4j5tznzd6zy,338.43,1
terra138gy5h9gz35t32a3y8svrr7uwjxg6ww7d5v8wc,271.52,1
terra13xlzs277pekjkxpsq3vyzm83ftaszvg7klk293,268.87,1
terra139kkukqwvggvy2a7ftd7l200f9eq2gvnusy666,1013,4
terra13rz0v7qzne000gl2au754zpeg2vl4sqr2g6p9j,385.57,1
terra13zcf64rt4cjja4ht6smaner8664425ra26pxty,274.05,1
terra13zkkd3nelprv9j8lhkh9qs6gfc3aw34m6uw6sl,251.94,1
terra13z0w2kly68359a2f7tavggxy8vvdevp4ymammq,251.93,1
terra13zx9hqemfxztfvtguksjgwug4p7ndsvrwgywut,1944.46,7
terra13zp9vq5dfkhzkl4ftgr2agg2pqxtn6dndxeyv3,268.63,1
terra13p2w5unf8pnuq3u5sp8ks3w23xd0ejuwquymuf,250.38,1
terra13qpznewj4q9tncqavpx09lgm75h7wne4w6h05c,252.78,1
terra1slj2xlcv3tmt3cn4tmmj3vgn7qs7krpvn56mxm,543.74,2
terra1s7uftne6k6aqsndl0kfnk905zt0xeev5q5jx5v,252.68,1
terra1s755y27kc0tru6mlx9eeflnhp98k6juxw6d6ms,252.66,1
terra1s75fupwhw9rndlheh7wry3leeuql30rjz2xfms,251,1
terra1sae3ev7amnfksmjdsf5n0x6peugmm6pkndd5u9,258.35,1
terra1sa0avxut0h3yyaf3sjahd9vrn0v5hj58s00umc,1064.18,4
terra1su7sg2yzy6l8sfcd68qfltcazetf4n9eyrdr07,305.77,1
terra1sue8ngy850ey6wy25jkf5kkq4l8j7lv5qg535t,250.29,1
terra1suf4hmllxt6e7zudxpadnaxaaqudqqekztsyg5,253.90,1
terra1smum5fu4sqeg3yuaz2eywamheyk8x5m4kvl6cg,300.55,1
terra1smgnuccp3987efl75dmlgndwq58kplmvj0zvgn,1460.41,5
terra1s6kyk73vgnn0m4cr037a9dn3nx3djnp2l4jv3h,253.41,1
terra1seut8rd8fggfvat20thn8s9x2rskfhf5hydw88,320.64,1
terra1sef4lg9gfz05m9euw3zye6kg7q2q0f3ww236z2,496.77,1
terra1sexwy8y8520f3av2q5kzwh63pr7ja4tv6atxa7,697.06,2
terra1scjdr6xrf2eklf4gz5jlw0ukfh6csctavfpmdk,250.89,1
terra1sh6j3jg8m4dn4pcqqq4qvq0d242ygrg4rp20qw,264.29,1
terra1sh5qwvrq5hukh6660gset4jxufcc7pq6xj2wnq,250.84,1
terra1s4m7tlrmklteqy49gdh0lwgsjg3wrca9am2nm3,338.25,1
terra1s44nx034z2r3fvzpyulwkkj9xtem9zu8qrylax,251.25,1
terra1s49dp88lr9tyh4qfva6h6trr4a03jy4kwzmm9l,261.51,1
terra1s4qjegp46wfa6dvk8c0qpef794dar9lqpsndts,265.38,1
terra1s55rv2fp633wz758e7rmf90vqtv43vcf86e0dj,679.29,2
terra1s5fpxez8dwa4rjuxr4cxyeuv4dkspmmcxgarzg,275.08,1
terra1snmc4kaz6gfv73umhz8qv7jaumqh7f9qqahuny,255.92,1
terra1snj5ml30jnlgpzkvsapm7vqql7m5u3828pvst5,250.13,1
terra1sndf0had7gwemzxpsdkguck45vvr43pkj283cf,433.23,1
terra1snrpcavtmqfcgzazvdrehnw5tmxsar0nsjjt2l,315.18,1
terra1snzan8cu94yzs6pdl2l849ps7glmy5kuhkjp9x,250.34,1
terra1sjljwvcdtec6zswdcwtzerwercz2w0mp7vjelg,475.42,1
terra1sju3r23kmjnmryjsc6fnyq0guuy4n7n9enpcnj,256.60,1
terra1sjmzffqpul7qkkmd2x9ze56w60868zmj5gsuk5,275.68,1
terra1sjvdu0fcdvthhzm2l5vx9ad9x6ml3prw9lju0k,689.08,2
terra1sjxp8u5jh79gd2w87q59z5djuyct74wamts2h4,250.62,1
terra1sjzd0tqv3jlem4t06q6du0475a9pmz4yclegj7,3170.25,12
terra1sjz2e0kl55qu4gllmdguv54vfahnzgv066vjhy,275.16,1
terra1s34w7enxqrle59h6mgq2nd0lgjeay2nan6gaqn,254.16,1
terra1s3v7aymjgd9tv3eg9cg5cgxvpd2vhscqxfl5p5,500,2
terra1sspxcvnknpj40hgtg0m8gt5gzm550crujg2vz7,1277.15,5
terra1ssqymd6v7a9lsc5e3gpf8qgumkw6ltpyrqzd9d,250,1
terra1s05x7w09h3tgrkv3gm8uflemfsck4lh5e0k2s0,252.75,1
terra1s0fdc32nee2sagz044efukgtukakpk90cu0x70,362.45,1
terra1swuv2tasf5x4gk0j4cnlvzs6s9qw5qyrlus3d0,307.04,1
terra1sw6cke6kc45k0sc45djg6nhqgv70elagkfapxw,745.74,2
terra1swheqfdvl80vdln89v6vdhu43x8n55hsn0en77,294.27,1
terra1sw005jp57zn7jc6amnxfk7cawuz7tuqmwng7cq,524.10,2
terra1swx5lj8u6dw95k9v3neyduvp3fx0609cf2xfxk,261.06,1
terra1sw92748c8hqxad53fqwcm56dfaftnc464nju46,265.35,1
terra1swpy5aexfa6f0hndujshc2j05kevghgg9ha3g3,268.50,1
terra1sda82ecvzhjjf3vj7j9p3ae289z87zaen63guy,250.61,1
terra1sdncxd95swvuwt82k495ce6hyc6qs5a9nk3www,390.69,1
terra1sdvle9pwam3ecjpkjg3zkxfx79xs7hy6esvgll,538.19,2
terra1svvv88jtkhyqxcmcwyhn6snp4sk9s8c4y63py0,1150.25,4
terra1svfdg2p5ckf79umfjhze8mxlpzvvfp04zrem07,698.07,2
terra1stgzv0xdcrnej90lwjkpap5hqvqj7yfcar2uv7,252,1
terra1styf0hry6f4yr0wsy4j3ym9sd2ry70ulvs3hjf,302.16,1
terra1stqe2xmj9ykjvugmcl8wqle2llx7fen6m7klrd,840.39,3
terra1s2sgq8j3w0957ngf7y2y5sx4a57j52k0a8k8xj,254.27,1
terra1s2wcddd8jsa4nvse8hq3dffjd072znl9vzm20e,409.46,1
terra1sf4gyv777lawjf9xdz8xkdx4znpy7g60wmtxey,298,1
terra1sf04ryjscaqpq6rkwjasu023d3qfx6ug72wfzr,250.10,1
terra1sgcu0qzfceas8xzs4gqevxvldwfmuk3rpcafcq,328.43,1
terra1sg4utsjq06e0ffjzs3q9muuj9yhk6j2h6ftf2f,335.13,1
terra1s8amd5vwe38k69l25f6946nswuf5ecd05axt3f,625.15,2
terra1s8jae2lljg659n3ssd6ez8288t0yxuw9ys8hps,334.81,1
terra1sxakt2tw56j4hawhcq4s7p2zse9e5pua0zf9p7,271.89,1
terra1sxhtwf9vfe3kz2fqwhez05xdwut666nenhgg70,290.33,1
terra1sx5l2f7xtg5uwq6krmhjmprjpj0nacr2eyw00d,618.73,2
terra1s9v56fhm552j3fhwvxlra3r7jjtfnws36r65py,364.84,1
terra1syxy3jptc53tl856hpzv5eykwmmwmd7wyadyda,255,1
terra1syp6ptqv7dqcf643chrm2s0cednxt68p9j8htc,254.61,1
terra1spt8x9qskyvx00x569g8ea6v8p0wssuwk7h8rs,251.37,1
terra1sqedjn8u8kfvztam7am3vcgrdlk5xyvhcge8wh,250.37,1
terra1sqvfz3qtnejfjkts2mazlfpktkdq0cr2mpywvm,304,1
terra1sqf3u7rm6ryqmux2tnn0mamy93q6uyhz53z64v,253,1
terra10lasvsr05huh7t793uqv52pul9w0zhwjjmptca,318.66,1
terra10lywjh9z9acz3ts4uewdndkzw3jza0fj2a8yzr,971.77,3
terra10lrm39uc5q25uxgfqu67me7payk2rl3xa5k67f,255.60,1
terra1077vj52an8c3cjr4lv348k9hthjeksehp70pt7,1947.02,7
terra1076c50m7v39klxjanhda0ew3elau0ee5vtc7ps,502.73,2
terra107982u9v0dsmgwmkvat8r5u9gahuj9neav3q8k,250.15,1
terra10ac9hmx3pajtrwcpt4g69ndd5jplj63wekr4ks,365.40,1
terra10ucwlwwqs25mgdxdgwj0sqcuuzceehxz88je8f,250,1
terra10u0hnt94qcr39629vc274hdyvl2fwu4zr8gdnu,257.17,1
terra10me0c8vuk49vvhc6fz5k97nypemwal8cey207u,253.71,1
terra10m395e2dhvptg6zvt0ymqf5gslmd6hwvuu4gxl,272.74,1
terra10mqpx6ny9ac9akegh7uqvxgtjtn3wf25d8z4ay,265.49,1
terra10em35qem63w0nrgep69r6qnuctl74k3yq02kr7,504.82,2
terra10clzxga2qhkykpmf8ljqvqv442hcgap5wvucxg,251.64,1
terra10cx0wpffazlrk4f5fzx5mkkde2evpnna8ycm28,255.82,1
terra10cp0l4s984ldur4ddc2q7stufsknkrt2a9nwwc,736.38,2
terra10cppjvecq6yxgzqzxs9z86nvck2y8jp6ra3mdr,260.84,1
terra10ha9lumkrxpv4agfs8hnl6wfuy8yh3pzdyyl2j,255.68,1
terra10kafxgahghrmaxatrad9jasq6kw58k7agz3245,255.87,1
terra10kjmdhjexqkajka7t2xgaz3c5hp403cm62a3qt,260.40,1
terra10kdrq3c629twvkhlxwymyez79prkyjk7w5zdgd,252.49,1
terra10krpx786styrfd7egy2rh39mue4dthg4ngyuta,879.30,3
terra10kz0aj32qa2uevswtgc4uscqems092cwpgl6gl,463.71,1
terra105nqhzxxg4mwfk765fwrw3lssw2chdn6xdzdlx,251.24,1
terra105fg0kez29rgefk7d7ecesq74fqjfeukwgjjey,256.49,1
terra10nu2a4qvy045jj4gy2tn2z49pnt3vw0qw8tats,256.19,1
terra10nh4tppf3arx25q2ys50ehl886he8wn0r884q3,252.20,1
terra10nwer94e5mqx6zqjhgpuk00r63q9cyc45e4x09,3249.54,12
terra10nd7vz0tz07g0pxak5ezj3sq2x63k7dnjwv4va,250.48,1
terra10nv0wkhh9l8fc8jpne0gcg0aff3v3ck27qzlhj,306.64,1
terra10n2ayqhw9f0gmf0guu32860lu6jl3vn9vmv3fm,391.58,1
terra10jcq6yea42j3uphxa5d63wrweyy2wxu4pyyp65,322.88,1
terra10jh0cfffmaxkl5dx4nmyl5hcrqw72lwj34uzkt,250.41,1
terra103anu6zfwrwls637y33ksq2zuf7k6qd2hvgcq5,252.62,1
terra10350w6uyeqrntechrzmeptk69egq4p5alh62ws,251.18,1
terra10323w7lzvtrljn0f05d5pzh4zl6q50aedvx6cp,366.23,1
terra1039rmnnjk5m44xm42q3wxl2d6ags5y3e5cd4tg,250,1
terra103qss8c0vel5qw9zynmjvrr6d62j44w492ez74,580.39,2
terra10s3tl7zvg0s4g9u6rx06a76hjgqx7mzjhxtf7d,379.97,1
terra100m5y4crq778vpvfx4qtr2a90spwrkxkr3ju3c,254.95,1
terra100plf3kc3k7w9efxcvlcdesuyz6q0na09ee4ah,474.05,1
terra100pmvhuzgxjgvgal0raxfxn4nfz405rrpgnw5y,390.66,1
terra10w3rmfdl95925rn7wvu7fzh5amygwv2s23z2f2,250.56,1
terra10ww898t6pn2hxwk9mcrpnmlprn95hwayg6ejwm,259.08,1
terra10dvkq49t365grxgdlxnrv4q0mns8klav77x3tl,251.55,1
terra10dtjex8v70cc57v4crxnwd5er9vmx3rm7hmenp,255,1
terra10d947wn4z7wynznqr040m4nwhng70x8k8xpnn7,251.03,1
terra10v7wvnmchc47gssp05zflal43qq4554ryj2hvm,266.02,1
terra10vntfy2rp7eueq27xepzmmumqwxwdrxpz3jdm6,528.98,2
terra102c6vvss90gr2rudnzg0al77srs5k9tkdx3wun,1001,4
terra102hx056kcfdxp5rtwwk7u2ku0lkvrdyvv3msyh,252,1
terra10facy7vmjc64uf5gqfvxzwgj5knvylw5k9uv7g,344.16,1
terra10fcle5uttxvhygrathegn3fd0rvjzaz2x8efez,301.02,1
terra10f5uyqw02355usslxw9cz5ckdz2t3g2j07muxg,364.74,1
terra10fsj4taed5q3vap6u490qhh7p4qx9at9ehakjt,751.94,3
terra10gj994nxkpuvphr4z4wlgdmhaagyqngyq4sm8h,252.30,1
terra10gyadcz6clywx6q8agxr6dqs8pvd448vfc3t2s,542.31,2
terra108lcf6tekmdml637m5rkmucsev4kfchmjclcz6,253.58,1
terra1087r8d244pl4aqd8tqgt68y0acx2jqm824a4ns,326.27,1
terra10xkch0x3cndqp46rf5rn42elplen8qxp7pn5ln,340.67,1
terra10xnfkcs76qgm6uz94u0c9emmlyq4adsz6vpdu7,1147.16,4
terra10x02dmywswcvf8ukqpenh3yshven5gnacy3sdj,243.25,0
terra10xx46ahg4av6dy65vncwpn7vsc6v2c6nswjauy,1682.40,6
terra109hw7azmd8c55vkufpwyd4q46yruyf225c8xn8,419.03,1
terra109j3nv7gm738ruefsgme68ptp507sga7q8zu6g,250,1
terra109sdpcepecfjv686ntluqm74krvmgr9qyvuux7,250.20,1
terra109qwwh780rw3ereu3rzr6k2v4dxgcp5346er78,278.06,1
terra10relddhu5kttluahyzfe6pzaemej8rar9v2vyx,250.86,1
terra10rw82pg7lkuqcr7d20cz997pyhl7tm3k32p00v,797.71,3
terra10rp2v9dpca45yskqt0kt0lhdtm7hhh5h67xtmw,254.20,1
terra10p3hnatsrmjgern0f6339l8rqej0v96kf5vjyl,260,1
terra10p3v87cwdxnvz99xgq9enn29l43eqnhjxm9dlm,273.91,1
terra10psj62hfh6wqzw35reaxwkz4tnw5yajdjjrtnk,317.73,1
terra10pdaafc9qxkghm5zrn37yz5njemj9ltm2n8c0c,259.99,1
terra10qe32mv90w9t0gvgn6vh74tpcuy6fsqhh3xtrf,572.07,2
terra10qwm80ccf0kqtzp4tu9queu3uprkx5m2pwfvfk,544.26,2
terra10qdt964netzczs5hv34nctqfd5vv5q6muf3mmr,251.79,1
terra1wllaxpwwfa00hqycn0747axgcdujld37a38rx9,896.67,3
terra1wluwt9nfjuxmfgw4j6768pnsdhzu3xzacu06zs,253.59,1
terra1wlrs94kx2pwgjrkazqj768a8vy6xpwgr4nx6kq,476.97,1
terra1wlqr55c8nnqjqehpks43qxdt4r9upc55avdq28,279.87,1
terra1w7kuyydzant8muf58hj6papv2qrvakmm0wts02,300.21,1
terra1w7573r6esp3mspgn2ftmvrn2ealqx4rfqf664q,366.19,1
terra1w78p76638m0ar4czn4lt2n8gpd0ndduakwuj7j,323.02,1
terra1w7rqrsrjtzqd5xlm8thvvgf4ad0l6k2rh9tdfq,250.20,1
terra1wajslphyrmrpt5rj6r0dafm7ch47z29mtc96w5,505.13,2
terra1wa29axadvv844tqzvstv4dysckt3eff99hjgwy,403.90,1
terra1wa89sdwfm5c5z4tfhzdknpkjnatdtezwl4xa8y,538.07,2
terra1wa95ca6a3dkv3yjev6etzxec9u8huwjnjzeu2n,2741.02,10
terra1wum7uy56q79d2wa768hl4ya9905md59eehlmu8,251.60,1
terra1wuhu07wktek2lduv4n80nyt6xd0dkywncjymyr,297.29,1
terra1wm5lmzh6epgmcma4gwy403w2a0unwhxaccz825,254.07,1
terra1wmwfjqmgzkuq9ugshneveqja0gd5j327jd9htj,250.10,1
terra1wmvltlaffk90tz45wf9p0yj48ewetafy34whws,544.10,2
terra1wmp5ey37x5cnzym9vsnc9pzrtrmu5eg7ylnhq8,555.82,2
terra1w6e23z0cskynssvv98m4ksz8nmt7zcjxu70plh,1802.01,7
terra1w6c9dygvdgaje6dtxa24xv4m67yghh8sy095n3,1364.97,5
terra1w6zdtefqhcryz43juf2lenz9knqaze8u8aldx8,546.28,2
terra1we6xnhajhrsaxsqrft9cxurqcx02j23cmg6p0p,918.19,3
terra1weh4r3stmsvsgmpwkwh704vv9tpnc5dr57eg2e,251.11,1
terra1we55evw3vpjzm8m2ncagrlsesgkkcfda6926e5,287.20,1
terra1wckudemvxgvg6nhcve9eywg4kkaz3lw63epw5g,339.46,1
terra1whks82hd04yca6m4kgwg0cnm03tqxfhe7h27wj,258.88,1
terra1wh8dt49xlvsrsl8thu2taql3a8g0k6gpgcv7qj,256.96,1
terra1whzcpxxjlx094dpl5xgjw4m3dwwd0dcdma82uk,323.34,1
terra1wk7gsrrjpy90ep5n4he5yqmnf5cvaug4s90hv9,705.77,2
terra1wkpas6c608tw3aquv34qyh0ycnkedgwc26p4t7,301.71,1
terra1w4ge7704prhkvucw42tv2tdnlnrwv0y38yc48v,250.82,1
terra1w5shd4ugpnev0fldqvkvmy2n8t605gsaa8vjzj,287.96,1
terra1w5faahv7v79c0ryqzu0c4mzx7hczgjmyvxdwd9,2276.56,9
terra1w5yyp0nwkl3xajxawlsdx3u8j7sfe6gmehrdkg,759.60,3
terra1wnxu6stynkpaq84jrw26pvsxkkjgylhpxdsdc4,251.96,1
terra1wjul786ddme3yhvedhcserhf7mtwnfkwfqt6ne,282.13,1
terra1wjmc03xfzwmhc4gj5jjnsvggyn802pnmsatz4w,550.76,2
terra1wjmydm9cqgudklej2dvscyt2tkncq3gfynkkl6,589.90,2
terra1wj0aqr2x9qe8leje5wwkhv9p2fg7hzjwu9uj0a,411.23,1
terra1w3t5drffdnhtgkcw2hvru2fmurafxpy73ysqpq,270.87,1
terra1ws22hqky3ylq8664ksu2ewqp5k2pvuk8u3rwlf,500.95,2
terra1w06hpafyjdpj2d3emcvcg074hx2ts5ltl6jnj3,700.13,2
terra1w0d887lqx3qpkms9va3s9k5zk0us2vrth4m3ys,304.36,1
terra1wwpp8zkukx4yj3m6mp5fwgkmn3vxlayrcpkeeu,258.70,1
terra1wdlgs69msrftss3cff0r5zftewncqaq8tlt34x,250.97,1
terra1wdagst6r8uw59ygjzvrn7w2tyrkatw6z426zm7,312.50,1
terra1wduzllwlg8d74md9p58qxjhuuw3efswtv8rlf3,255,1
terra1wdsdfhadnw9qnxxsw3z95cuwz5cj3q0fqr5a9t,250.64,1
terra1wdrvevvmwmqzmsvc5q0luqzmdjdm404pxvf4c2,329.14,1
terra1wvlz4xfdz6yzq39accyuxkel4qp30lf38lmfsm,1335.75,5
terra1wvep0qeu9927n6u6mcttaz258eylf5xd9nrmak,687.50,2
terra1wvhqkr2c039l3qqkx3zmy6d7lyw6rz4e52x4sx,251.52,1
terra1wvsz5vyc00vldvha0j2fcjezf3wku8uplcwrf4,1708.95,6
terra1wta8243scn4mwq73dznhu3ljfqchhjffquy3k8,384.10,1
terra1wtwsl5h6wahdlwgtf2up5w0rn2jm8c4caca28c,1255.67,5
terra1w2vjr5fp4pf5lczlttcp2zm6nskdzt4cyqvqyn,750.60,3
terra1w2v8qwtknaeswfcrz5cfldwa6258je8fna2sxg,516.61,2
terra1w2zw2shvs5mexkd5gr0x4n64e3ll6hyfxgutht,503.45,2
terra1wfv2ln0s74utsnyjjdvwfr62fksf7ua9lg5wmx,656.36,2
terra1wg0c44py07an42qfs8hlk83ug7qvkt50yc857w,250.71,1
terra1wgtwdhzgmpa3q2s5g623lkyye0w8nwzm38fnkm,1283.58,5
terra1wg85ynuvgvrsfsu57tymcx6cwvt6slgs6vfmu3,251.86,1
terra1w87jrf9k3xdthm53drv2frvks842fug0wf42hc,290.10,1
terra1wxpn6x867r3q9wtuafjyxt47g4kn6aq9vjrx9p,356.90,1
terra1w93w9wueg3ks0k7v9fcg8rm3zfxus5wcwhr9a3,251.28,1
terra1w9vznnaua04h5glugmv4u5nwtf06eyk6xpvuu8,316.25,1
terra1wyjh7te9jklcqlcs69dd784a9dj64rx6ad9azt,259.99,1
terra1wyqthhd4ux27cu3rzhg8vklcwjh2v3ay9xx5ud,316.48,1
terra1wr4xwqhvkqpfdtpqqqj2a9p9e0xtgtckz3uutp,251.17,1
terra1wrtdhk78lnc2tw2wj7rglkkqmqq9mvxw708aj4,418.21,1
terra1wz7ps92m5th3rvrr69mgy645c7vqgcqu3635yy,1089.08,4
terra1wz7qcy0ryfq4d42dtw3d7d46hyc4y3e7qywyjn,252.60,1
terra1wze6q3szr35qhz6q8uynqc4r8pfgpezmrp5umu,307.25,1
terra1wzjlrd5td4pshm3ccku9m9hnc3ap9psk37rgta,255,1
terra1wp6htmgq2ry9e5kyw6gevq6yvmkn5fg6g6dk9q,503.73,2
terra1wpkaprtjflccl0dr0fwp7a2x4yjr5amwra268w,251.49,1
terra1wpkdamnhmjwwjcy4fwnj8fgzhx70w48fjk9rtl,250.75,1
terra1wp5233k9y4jcs5l3umzqrr6ml7c462uq9k4mwr,588.18,2
terra1wpnn8jh75sznktu4nm374lvp3dpp492ad7uvka,252.34,1
terra1wpnp6acqjy6n3gemsyl305h8faw3udrpcq9zcm,253.75,1
terra1wp3t0k3rn4aerlay6z68dxpr8qveac0qjntm8e,545.21,2
terra1dll9gpz90yfngragsgeh098t35vyyadj9ca9ev,251.33,1
terra1dlulfa0dkyhx8yzklfrw2tjglegsxe9pe65fhl,251,1
terra1dlujenkc9xk0k27qeq7y7fl0dc8hefftlmrpuu,299.33,1
terra1dlm0q67pssan60mf9xrjjhv9nhww5js324eg8n,250,1
terra1daagsu9nksv8z6zrl6z7wrknu7p6m706hlxjx7,250.16,1
terra1dam2azx79xduz6y74xzgqstslgfv4gm3p476kh,250.93,1
terra1da0u88kcc8pzv5djy2m382veswts8e9whsqy4e,296.64,1
terra1du6p3yczrvywwafhsxzlv65dy9nw2tvyf8zx0e,311.20,1
terra1du42hp7vlyr6f8qn56l8jsx688qyaaq9et3062,843.51,3
terra1duxdgnak2rfrvp53eh0ffhdve7lsau72dgvd3f,286.62,1
terra1dmlc03j05nsu2re6vtnx7srepssnh2zepp65v8,509.98,2
terra1d67tuyxmpg0lf7xafxrzp2p4y7446yfpvz8t9u,355.34,1
terra1d6wcjx87x4vvnl08p3n3l524f668zen5tm66m9,264,1
terra1d6ycqnaav66u9gvnjntlcdsrv0u8y0g8vja9la,519.90,2
